user_loc	fr_loc	scaled_sci
AO	AO	16815996
AO	BF	19899
AO	BI	18830
AO	BJ	27847
AO	BW	25727
AO	CD	221090
AO	CF	19593
AO	CG	141128
AO	CI	32817
AO	CM	19607
AO	CV	317664
AO	DJ	4317
AO	DZ	1715
AO	EG	1258
AO	ET	3278
AO	GA	37827
AO	GH	14043
AO	GM	35052
AO	GN	86428
AO	GQ	40187
AO	GW	343468
AO	KE	18738
AO	KM	5918
AO	LR	31446
AO	LS	13237
AO	LY	1579
AO	MA	2476
AO	MG	14281
AO	ML	30127
AO	MR	55699
AO	MU	1931
AO	MW	13172
AO	MZ	779423
AO	NE	12845
AO	NG	6228
AO	RE	1396
AO	RW	15856
AO	SC	3412
AO	SL	31486
AO	SN	22513
AO	ST	1176889
AO	SZ	24929
AO	TD	11978
AO	TG	22735
AO	TN	2106
AO	TZ	20535
AO	UG	17318
AO	YT	5804
AO	ZA	23587
AO	ZM	28759
AO	ZW	11986
BF	AO	19899
BF	BF	20112854
BF	BI	64336
BF	BJ	215078
BF	BW	16028
BF	CD	66064
BF	CF	175298
BF	CG	153522
BF	CI	645107
BF	CM	71321
BF	CV	4568
BF	DJ	13637
BF	DZ	5903
BF	EG	3256
BF	ET	2454
BF	GA	256874
BF	GH	65533
BF	GM	26541
BF	GN	220707
BF	GQ	446849
BF	GW	27594
BF	KE	36950
BF	KM	15235
BF	LR	51039
BF	LS	11261
BF	LY	11414
BF	MA	9782
BF	MG	32670
BF	ML	476864
BF	MR	64706
BF	MU	3040
BF	MW	14150
BF	MZ	24793
BF	NE	309655
BF	NG	11170
BF	RE	3062
BF	RW	29294
BF	SC	2399
BF	SL	37632
BF	SN	131695
BF	ST	20096
BF	SZ	12153
BF	TD	129381
BF	TG	368779
BF	TN	9200
BF	TZ	39649
BF	UG	34760
BF	YT	8923
BF	ZA	5386
BF	ZM	22674
BF	ZW	5969
BI	AO	18830
BI	BF	64336
BI	BI	75294151
BI	BJ	102693
BI	BW	15669
BI	CD	431385
BI	CF	175668
BI	CG	68024
BI	CI	79593
BI	CM	38363
BI	CV	2166
BI	DJ	14145
BI	DZ	2265
BI	EG	1729
BI	ET	6086
BI	GA	36767
BI	GH	26063
BI	GM	11253
BI	GN	45705
BI	GQ	15891
BI	GW	12129
BI	KE	161006
BI	KM	30804
BI	LR	108241
BI	LS	8525
BI	LY	21804
BI	MA	2579
BI	MG	35681
BI	ML	49190
BI	MR	16221
BI	MU	3697
BI	MW	172693
BI	MZ	90125
BI	NE	143514
BI	NG	11193
BI	RE	23521
BI	RW	2184653
BI	SC	4589
BI	SL	52910
BI	SN	16919
BI	ST	76572
BI	SZ	19949
BI	TD	45225
BI	TG	42986
BI	TN	2057
BI	TZ	500928
BI	UG	303307
BI	YT	181249
BI	ZA	29976
BI	ZM	318660
BI	ZW	12063
BJ	AO	27847
BJ	BF	215078
BJ	BI	102693
BJ	BJ	16457224
BJ	BW	16094
BJ	CD	144284
BJ	CF	203194
BJ	CG	259617
BJ	CI	205156
BJ	CM	108544
BJ	CV	9361
BJ	DJ	23227
BJ	DZ	6774
BJ	EG	2240
BJ	ET	4495
BJ	GA	413095
BJ	GH	51350
BJ	GM	36694
BJ	GN	88240
BJ	GQ	259027
BJ	GW	31387
BJ	KE	30829
BJ	KM	37572
BJ	LR	198259
BJ	LS	7584
BJ	LY	6512
BJ	MA	5891
BJ	MG	40936
BJ	ML	125674
BJ	MR	40433
BJ	MU	25264
BJ	MW	26136
BJ	MZ	33625
BJ	NE	593457
BJ	NG	63175
BJ	RE	23848
BJ	RW	71993
BJ	SC	22329
BJ	SL	45932
BJ	SN	68746
BJ	ST	74220
BJ	SZ	12491
BJ	TD	100768
BJ	TG	1124249
BJ	TN	5706
BJ	TZ	30340
BJ	UG	32049
BJ	YT	40895
BJ	ZA	6164
BJ	ZM	37648
BJ	ZW	6547
BW	AO	25727
BW	BF	16028
BW	BI	15669
BW	BJ	16094
BW	BW	93338425
BW	CD	22198
BW	CF	71038
BW	CG	20785
BW	CI	19631
BW	CM	18911
BW	CV	41466
BW	DJ	3960
BW	DZ	1186
BW	EG	813
BW	ET	3026
BW	GA	15303
BW	GH	30557
BW	GM	28028
BW	GN	18873
BW	GQ	12871
BW	GW	240520
BW	KE	17037
BW	KM	7309
BW	LR	701269
BW	LS	167654
BW	LY	1884
BW	MA	1436
BW	MG	9954
BW	ML	16722
BW	MR	8875
BW	MU	8003
BW	MW	80482
BW	MZ	35854
BW	NE	11097
BW	NG	13973
BW	RE	2029
BW	RW	21673
BW	SC	26959
BW	SL	330789
BW	SN	22754
BW	ST	544774
BW	SZ	647295
BW	TD	8193
BW	TG	34087
BW	TN	1308
BW	TZ	20099
BW	UG	34254
BW	YT	5735
BW	ZA	144021
BW	ZM	158433
BW	ZW	706766
CD	AO	221090
CD	BF	66064
CD	BI	431385
CD	BJ	144284
CD	BW	22198
CD	CD	10295415
CD	CF	177244
CD	CG	957973
CD	CI	95766
CD	CM	103772
CD	CV	3943
CD	DJ	10287
CD	DZ	1668
CD	EG	1293
CD	ET	2679
CD	GA	245197
CD	GH	18959
CD	GM	12923
CD	GN	53002
CD	GQ	46575
CD	GW	14027
CD	KE	44958
CD	KM	18569
CD	LR	73244
CD	LS	13765
CD	LY	2266
CD	MA	3346
CD	MG	52974
CD	ML	62453
CD	MR	20503
CD	MU	3738
CD	MW	58493
CD	MZ	41382
CD	NE	36412
CD	NG	8918
CD	RE	5366
CD	RW	215056
CD	SC	5946
CD	SL	29964
CD	SN	30187
CD	ST	42337
CD	SZ	22764
CD	TD	43819
CD	TG	99236
CD	TN	7808
CD	TZ	64841
CD	UG	125352
CD	YT	30760
CD	ZA	22380
CD	ZM	91154
CD	ZW	18831
CF	AO	19593
CF	BF	175298
CF	BI	175668
CF	BJ	203194
CF	BW	71038
CF	CD	177244
CF	CF	262239866
CF	CG	1378453
CF	CI	109994
CF	CM	1520761
CF	CV	9901
CF	DJ	64441
CF	DZ	3830
CF	EG	14318
CF	ET	4171
CF	GA	473076
CF	GH	33327
CF	GM	30550
CF	GN	94156
CF	GQ	671290
CF	GW	29655
CF	KE	29434
CF	KM	28409
CF	LR	49830
CF	LS	10373
CF	LY	34037
CF	MA	33625
CF	MG	31056
CF	ML	131855
CF	MR	235398
CF	MU	4708
CF	MW	10926
CF	MZ	18317
CF	NE	209759
CF	NG	12404
CF	RE	4564
CF	RW	533567
CF	SC	8754
CF	SL	33094
CF	SN	270924
CF	ST	19261
CF	SZ	11483
CF	TD	4008627
CF	TG	389606
CF	TN	14294
CF	TZ	49632
CF	UG	42898
CF	YT	18902
CF	ZA	5660
CF	ZM	74394
CF	ZW	6822
CG	AO	141128
CG	BF	153522
CG	BI	68024
CG	BJ	259617
CG	BW	20785
CG	CD	957973
CG	CF	1378453
CG	CG	54779570
CG	CI	275067
CG	CM	287145
CG	CV	18547
CG	DJ	20526
CG	DZ	4013
CG	EG	1854
CG	ET	2650
CG	GA	1695988
CG	GH	28060
CG	GM	56108
CG	GN	183444
CG	GQ	243744
CG	GW	56742
CG	KE	26036
CG	KM	24367
CG	LR	58780
CG	LS	11871
CG	LY	5572
CG	MA	14981
CG	MG	46310
CG	ML	438294
CG	MR	229581
CG	MU	6264
CG	MW	15069
CG	MZ	42746
CG	NE	97114
CG	NG	10828
CG	RE	7256
CG	RW	43699
CG	SC	8372
CG	SL	44957
CG	SN	260489
CG	ST	35142
CG	SZ	19275
CG	TD	164974
CG	TG	235170
CG	TN	10822
CG	TZ	27494
CG	UG	31640
CG	YT	26935
CG	ZA	17635
CG	ZM	36535
CG	ZW	12637
CI	AO	32817
CI	BF	645107
CI	BI	79593
CI	BJ	205156
CI	BW	19631
CI	CD	95766
CI	CF	109994
CI	CG	275067
CI	CI	5742888
CI	CM	86665
CI	CV	7047
CI	DJ	10248
CI	DZ	5516
CI	EG	2684
CI	ET	2946
CI	GA	224366
CI	GH	44033
CI	GM	65261
CI	GN	350627
CI	GQ	248044
CI	GW	56883
CI	KE	35072
CI	KM	18750
CI	LR	115996
CI	LS	11377
CI	LY	14089
CI	MA	16076
CI	MG	36819
CI	ML	470937
CI	MR	122940
CI	MU	5391
CI	MW	14554
CI	MZ	41502
CI	NE	206868
CI	NG	13641
CI	RE	7179
CI	RW	32798
CI	SC	7617
CI	SL	65695
CI	SN	132424
CI	ST	23944
CI	SZ	14137
CI	TD	53911
CI	TG	261477
CI	TN	21943
CI	TZ	47819
CI	UG	37456
CI	YT	12102
CI	ZA	6300
CI	ZM	24941
CI	ZW	7418
CM	AO	19607
CM	BF	71321
CM	BI	38363
CM	BJ	108544
CM	BW	18911
CM	CD	103772
CM	CF	1520761
CM	CG	287145
CM	CI	86665
CM	CM	12186568
CM	CV	5019
CM	DJ	21299
CM	DZ	4132
CM	EG	1725
CM	ET	2535
CM	GA	490303
CM	GH	18632
CM	GM	19426
CM	GN	90823
CM	GQ	931940
CM	GW	15455
CM	KE	21822
CM	KM	18105
CM	LR	47842
CM	LS	9504
CM	LY	12027
CM	MA	7323
CM	MG	27103
CM	ML	68890
CM	MR	26178
CM	MU	6439
CM	MW	11011
CM	MZ	21521
CM	NE	178908
CM	NG	25289
CM	RE	4867
CM	RW	27455
CM	SC	16935
CM	SL	27687
CM	SN	47201
CM	ST	23353
CM	SZ	12805
CM	TD	1182988
CM	TG	139709
CM	TN	10561
CM	TZ	21455
CM	UG	26402
CM	YT	14267
CM	ZA	8068
CM	ZM	28325
CM	ZW	6216
CV	AO	317664
CV	BF	4568
CV	BI	2166
CV	BJ	9361
CV	BW	41466
CV	CD	3943
CV	CF	9901
CV	CG	18547
CV	CI	7047
CV	CM	5019
CV	CV	314863868
CV	DJ	2166
CV	DZ	732
CV	EG	638
CV	ET	816
CV	GA	12278
CV	GH	4813
CV	GM	67233
CV	GN	34265
CV	GQ	47028
CV	GW	2548646
CV	KE	3942
CV	KM	5578
CV	LR	15168
CV	LS	1865
CV	LY	790
CV	MA	2746
CV	MG	2611
CV	ML	7233
CV	MR	6747
CV	MU	2221
CV	MW	1346
CV	MZ	67680
CV	NE	6617
CV	NG	3787
CV	RE	1712
CV	RW	3290
CV	SC	6299
CV	SL	31946
CV	SN	120759
CV	ST	9737628
CV	SZ	3761
CV	TD	2217
CV	TG	9615
CV	TN	1096
CV	TZ	2974
CV	UG	4683
CV	YT	3189
CV	ZA	2186
CV	ZM	4397
CV	ZW	2103
DJ	AO	4317
DJ	BF	13637
DJ	BI	14145
DJ	BJ	23227
DJ	BW	3960
DJ	CD	10287
DJ	CF	64441
DJ	CG	20526
DJ	CI	10248
DJ	CM	21299
DJ	CV	2166
DJ	DJ	173751157
DJ	DZ	5635
DJ	EG	12286
DJ	ET	594079
DJ	GA	19392
DJ	GH	6114
DJ	GM	6187
DJ	GN	25754
DJ	GQ	10908
DJ	GW	5253
DJ	KE	79304
DJ	KM	24604
DJ	LR	7868
DJ	LS	2735
DJ	LY	6529
DJ	MA	14727
DJ	MG	28707
DJ	ML	17345
DJ	MR	23742
DJ	MU	4227
DJ	MW	4489
DJ	MZ	5684
DJ	NE	29772
DJ	NG	2458
DJ	RE	7731
DJ	RW	13935
DJ	SC	21376
DJ	SL	9231
DJ	SN	90045
DJ	ST	4131
DJ	SZ	4811
DJ	TD	189431
DJ	TG	15869
DJ	TN	10973
DJ	TZ	12899
DJ	UG	30214
DJ	YT	21364
DJ	ZA	4862
DJ	ZM	7489
DJ	ZW	4668
DZ	AO	1715
DZ	BF	5903
DZ	BI	2265
DZ	BJ	6774
DZ	BW	1186
DZ	CD	1668
DZ	CF	3830
DZ	CG	4013
DZ	CI	5516
DZ	CM	4132
DZ	CV	732
DZ	DJ	5635
DZ	DZ	781660
DZ	EG	6702
DZ	ET	1257
DZ	GA	4694
DZ	GH	2500
DZ	GM	3572
DZ	GN	21353
DZ	GQ	6093
DZ	GW	3064
DZ	KE	2533
DZ	KM	1500
DZ	LR	9355
DZ	LS	1004
DZ	LY	13118
DZ	MA	28957
DZ	MG	3653
DZ	ML	16789
DZ	MR	25851
DZ	MU	1045
DZ	MW	591
DZ	MZ	1846
DZ	NE	25737
DZ	NG	1383
DZ	RE	1043
DZ	RW	1973
DZ	SC	800
DZ	SL	10412
DZ	SN	3206
DZ	ST	955
DZ	SZ	1160
DZ	TD	6960
DZ	TG	3349
DZ	TN	26583
DZ	TZ	2797
DZ	UG	2941
DZ	YT	1441
DZ	ZA	739
DZ	ZM	2041
DZ	ZW	1010
EG	AO	1258
EG	BF	3256
EG	BI	1729
EG	BJ	2240
EG	BW	813
EG	CD	1293
EG	CF	14318
EG	CG	1854
EG	CI	2684
EG	CM	1725
EG	CV	638
EG	DJ	12286
EG	DZ	6702
EG	EG	1032826
EG	ET	4096
EG	GA	1409
EG	GH	3127
EG	GM	2649
EG	GN	5575
EG	GQ	3044
EG	GW	1592
EG	KE	2666
EG	KM	2633
EG	LR	4412
EG	LS	544
EG	LY	50714
EG	MA	8471
EG	MG	1014
EG	ML	4147
EG	MR	9316
EG	MU	683
EG	MW	850
EG	MZ	1222
EG	NE	3809
EG	NG	2611
EG	RE	272
EG	RW	2034
EG	SC	1417
EG	SL	6060
EG	SN	2392
EG	ST	848
EG	SZ	884
EG	TD	8599
EG	TG	2352
EG	TN	8366
EG	TZ	2464
EG	UG	4110
EG	YT	838
EG	ZA	567
EG	ZM	1564
EG	ZW	570
ET	AO	3278
ET	BF	2454
ET	BI	6086
ET	BJ	4495
ET	BW	3026
ET	CD	2679
ET	CF	4171
ET	CG	2650
ET	CI	2946
ET	CM	2535
ET	CV	816
ET	DJ	594079
ET	DZ	1257
ET	EG	4096
ET	ET	7788053
ET	GA	1791
ET	GH	7574
ET	GM	4375
ET	GN	2730
ET	GQ	16038
ET	GW	2047
ET	KE	44470
ET	KM	1888
ET	LR	9090
ET	LS	4432
ET	LY	6124
ET	MA	2749
ET	MG	1951
ET	ML	3219
ET	MR	4659
ET	MU	975
ET	MW	6151
ET	MZ	3178
ET	NE	5212
ET	NG	3195
ET	RE	401
ET	RW	10238
ET	SC	4704
ET	SL	8226
ET	SN	2287
ET	ST	2423
ET	SZ	6517
ET	TD	7803
ET	TG	4253
ET	TN	1046
ET	TZ	7296
ET	UG	25677
ET	YT	926
ET	ZA	16352
ET	ZM	5149
ET	ZW	3042
GA	AO	37827
GA	BF	256874
GA	BI	36767
GA	BJ	413095
GA	BW	15303
GA	CD	245197
GA	CF	473076
GA	CG	1695988
GA	CI	224366
GA	CM	490303
GA	CV	12278
GA	DJ	19392
GA	DZ	4694
GA	EG	1409
GA	ET	1791
GA	GA	73040459
GA	GH	39382
GA	GM	62788
GA	GN	200030
GA	GQ	1151954
GA	GW	48872
GA	KE	16602
GA	KM	20368
GA	LR	58492
GA	LS	7506
GA	LY	9666
GA	MA	23311
GA	MG	31919
GA	ML	422073
GA	MR	162719
GA	MU	6976
GA	MW	7506
GA	MZ	25170
GA	NE	131015
GA	NG	15336
GA	RE	7300
GA	RW	39467
GA	SC	6061
GA	SL	40010
GA	SN	431544
GA	ST	411468
GA	SZ	10042
GA	TD	197479
GA	TG	519975
GA	TN	22421
GA	TZ	16944
GA	UG	20079
GA	YT	18547
GA	ZA	9499
GA	ZM	21537
GA	ZW	5381
GH	AO	14043
GH	BF	65533
GH	BI	26063
GH	BJ	51350
GH	BW	30557
GH	CD	18959
GH	CF	33327
GH	CG	28060
GH	CI	44033
GH	CM	18632
GH	CV	4813
GH	DJ	6114
GH	DZ	2500
GH	EG	3127
GH	ET	7574
GH	GA	39382
GH	GH	6710002
GH	GM	37398
GH	GN	31556
GH	GQ	80060
GH	GW	14433
GH	KE	102333
GH	KM	4880
GH	LR	175961
GH	LS	21152
GH	LY	21173
GH	MA	4115
GH	MG	6134
GH	ML	33139
GH	MR	13370
GH	MU	3282
GH	MW	51293
GH	MZ	18942
GH	NE	71294
GH	NG	44997
GH	RE	986
GH	RW	42075
GH	SC	20632
GH	SL	102626
GH	SN	14355
GH	ST	16547
GH	SZ	23302
GH	TD	17262
GH	TG	292724
GH	TN	2467
GH	TZ	51520
GH	UG	45585
GH	YT	2850
GH	ZA	12364
GH	ZM	38947
GH	ZW	17103
GM	AO	35052
GM	BF	26541
GM	BI	11253
GM	BJ	36694
GM	BW	28028
GM	CD	12923
GM	CF	30550
GM	CG	56108
GM	CI	65261
GM	CM	19426
GM	CV	67233
GM	DJ	6187
GM	DZ	3572
GM	EG	2649
GM	ET	4375
GM	GA	62788
GM	GH	37398
GM	GM	43946349
GM	GN	1130965
GM	GQ	83027
GM	GW	1191793
GM	KE	19178
GM	KM	3343
GM	LR	367153
GM	LS	7992
GM	LY	16278
GM	MA	8338
GM	MG	6251
GM	ML	117364
GM	MR	433600
GM	MU	2773
GM	MW	11045
GM	MZ	16264
GM	NE	29848
GM	NG	27624
GM	RE	1324
GM	RW	14240
GM	SC	20211
GM	SL	1201575
GM	SN	928775
GM	ST	48959
GM	SZ	14202
GM	TD	10034
GM	TG	43116
GM	TN	5317
GM	TZ	16729
GM	UG	29848
GM	YT	2294
GM	ZA	5685
GM	ZM	22964
GM	ZW	8896
GN	AO	86428
GN	BF	220707
GN	BI	45705
GN	BJ	88240
GN	BW	18873
GN	CD	53002
GN	CF	94156
GN	CG	183444
GN	CI	350627
GN	CM	90823
GN	CV	34265
GN	DJ	25754
GN	DZ	21353
GN	EG	5575
GN	ET	2730
GN	GA	200030
GN	GH	31556
GN	GM	1130965
GN	GN	23962380
GN	GQ	242632
GN	GW	1112394
GN	KE	19694
GN	KM	40881
GN	LR	1080239
GN	LS	7805
GN	LY	28401
GN	MA	27938
GN	MG	21590
GN	ML	568093
GN	MR	287626
GN	MU	2145
GN	MW	16419
GN	MZ	49760
GN	NE	120004
GN	NG	8002
GN	RE	4258
GN	RW	23827
GN	SC	18304
GN	SL	1016422
GN	SN	895863
GN	ST	26191
GN	SZ	12701
GN	TD	64052
GN	TG	108535
GN	TN	32749
GN	TZ	25113
GN	UG	29033
GN	YT	16711
GN	ZA	4983
GN	ZM	28285
GN	ZW	8042
GQ	AO	40187
GQ	BF	446849
GQ	BI	15891
GQ	BJ	259027
GQ	BW	12871
GQ	CD	46575
GQ	CF	671290
GQ	CG	243744
GQ	CI	248044
GQ	CM	931940
GQ	CV	47028
GQ	DJ	10908
GQ	DZ	6093
GQ	EG	3044
GQ	ET	16038
GQ	GA	1151954
GQ	GH	80060
GQ	GM	83027
GQ	GN	242632
GQ	GQ	179369808
GQ	GW	161211
GQ	KE	17576
GQ	KM	8909
GQ	LR	70342
GQ	LS	6384
GQ	LY	15522
GQ	MA	14026
GQ	MG	16442
GQ	ML	776480
GQ	MR	117283
GQ	MU	3607
GQ	MW	6033
GQ	MZ	25787
GQ	NE	78067
GQ	NG	48560
GQ	RE	1794
GQ	RW	12044
GQ	SC	18991
GQ	SL	49049
GQ	SN	141925
GQ	ST	532222
GQ	SZ	13390
GQ	TD	397053
GQ	TG	211817
GQ	TN	8316
GQ	TZ	16943
GQ	UG	52727
GQ	YT	4737
GQ	ZA	6337
GQ	ZM	15846
GQ	ZW	18299
GW	AO	343468
GW	BF	27594
GW	BI	12129
GW	BJ	31387
GW	BW	240520
GW	CD	14027
GW	CF	29655
GW	CG	56742
GW	CI	56883
GW	CM	15455
GW	CV	2548646
GW	DJ	5253
GW	DZ	3064
GW	EG	1592
GW	ET	2047
GW	GA	48872
GW	GH	14433
GW	GM	1191793
GW	GN	1112394
GW	GQ	161211
GW	GW	114922693
GW	KE	17549
GW	KM	4781
GW	LR	159172
GW	LS	8091
GW	LY	11260
GW	MA	13976
GW	MG	7137
GW	ML	64767
GW	MR	266272
GW	MU	890
GW	MW	8239
GW	MZ	218484
GW	NE	38351
GW	NG	5703
GW	RE	705
GW	RW	11579
GW	SC	6066
GW	SL	236630
GW	SN	917187
GW	ST	6020673
GW	SZ	15114
GW	TD	11296
GW	TG	34621
GW	TN	2780
GW	TZ	14338
GW	UG	26318
GW	YT	2457
GW	ZA	6682
GW	ZM	17610
GW	ZW	7596
KE	AO	18738
KE	BF	36950
KE	BI	161006
KE	BJ	30829
KE	BW	17037
KE	CD	44958
KE	CF	29434
KE	CG	26036
KE	CI	35072
KE	CM	21822
KE	CV	3942
KE	DJ	79304
KE	DZ	2533
KE	EG	2666
KE	ET	44470
KE	GA	16602
KE	GH	102333
KE	GM	19178
KE	GN	19694
KE	GQ	17576
KE	GW	17549
KE	KE	7256757
KE	KM	26777
KE	LR	71098
KE	LS	11545
KE	LY	5594
KE	MA	3358
KE	MG	8964
KE	ML	32354
KE	MR	11482
KE	MU	4321
KE	MW	49552
KE	MZ	32436
KE	NE	30964
KE	NG	30748
KE	RE	2445
KE	RW	111802
KE	SC	90131
KE	SL	54087
KE	SN	16680
KE	ST	46593
KE	SZ	17818
KE	TD	20593
KE	TG	58212
KE	TN	2353
KE	TZ	162979
KE	UG	197732
KE	YT	9127
KE	ZA	12272
KE	ZM	41512
KE	ZW	14590
KM	AO	5918
KM	BF	15235
KM	BI	30804
KM	BJ	37572
KM	BW	7309
KM	CD	18569
KM	CF	28409
KM	CG	24367
KM	CI	18750
KM	CM	18105
KM	CV	5578
KM	DJ	24604
KM	DZ	1500
KM	EG	2633
KM	ET	1888
KM	GA	20368
KM	GH	4880
KM	GM	3343
KM	GN	40881
KM	GQ	8909
KM	GW	4781
KM	KE	26777
KM	KM	95842519
KM	LR	11528
KM	LS	6061
KM	LY	1322
KM	MA	11945
KM	MG	1297693
KM	ML	11738
KM	MR	7588
KM	MU	177368
KM	MW	5901
KM	MZ	13029
KM	NE	41867
KM	NG	2181
KM	RE	3508149
KM	RW	22008
KM	SC	208281
KM	SL	10798
KM	SN	141106
KM	ST	12708
KM	SZ	8049
KM	TD	19054
KM	TG	17498
KM	TN	25716
KM	TZ	308287
KM	UG	49517
KM	YT	28871714
KM	ZA	5142
KM	ZM	11757
KM	ZW	2814
LR	AO	31446
LR	BF	51039
LR	BI	108241
LR	BJ	198259
LR	BW	701269
LR	CD	73244
LR	CF	49830
LR	CG	58780
LR	CI	115996
LR	CM	47842
LR	CV	15168
LR	DJ	7868
LR	DZ	9355
LR	EG	4412
LR	ET	9090
LR	GA	58492
LR	GH	175961
LR	GM	367153
LR	GN	1080239
LR	GQ	70342
LR	GW	159172
LR	KE	71098
LR	KM	11528
LR	LR	83148418
LR	LS	43395
LR	LY	11931
LR	MA	7229
LR	MG	21190
LR	ML	96068
LR	MR	54116
LR	MU	4472
LR	MW	300839
LR	MZ	50694
LR	NE	41151
LR	NG	60172
LR	RE	1730
LR	RW	203432
LR	SC	13534
LR	SL	4249885
LR	SN	86144
LR	ST	147363
LR	SZ	275840
LR	TD	18726
LR	TG	82579
LR	TN	7578
LR	TZ	68370
LR	UG	143997
LR	YT	6219
LR	ZA	27445
LR	ZM	414102
LR	ZW	67238
LS	AO	13237
LS	BF	11261
LS	BI	8525
LS	BJ	7584
LS	BW	167654
LS	CD	13765
LS	CF	10373
LS	CG	11871
LS	CI	11377
LS	CM	9504
LS	CV	1865
LS	DJ	2735
LS	DZ	1004
LS	EG	544
LS	ET	4432
LS	GA	7506
LS	GH	21152
LS	GM	7992
LS	GN	7805
LS	GQ	6384
LS	GW	8091
LS	KE	11545
LS	KM	6061
LS	LR	43395
LS	LS	50428035
LS	LY	1212
LS	MA	1212
LS	MG	2856
LS	ML	10273
LS	MR	5526
LS	MU	2780
LS	MW	41607
LS	MZ	24177
LS	NE	8641
LS	NG	8277
LS	RE	725
LS	RW	14146
LS	SC	7052
LS	SL	42748
LS	SN	7222
LS	ST	10612
LS	SZ	278595
LS	TD	4712
LS	TG	18065
LS	TN	820
LS	TZ	12468
LS	UG	17661
LS	YT	2661
LS	ZA	368589
LS	ZM	55023
LS	ZW	56483
LY	AO	1579
LY	BF	11414
LY	BI	21804
LY	BJ	6512
LY	BW	1884
LY	CD	2266
LY	CF	34037
LY	CG	5572
LY	CI	14089
LY	CM	12027
LY	CV	790
LY	DJ	6529
LY	DZ	13118
LY	EG	50714
LY	ET	6124
LY	GA	9666
LY	GH	21173
LY	GM	16278
LY	GN	28401
